"cnpj","endereco","numero","complemento","bairro","cd_municipio","uf","cep"
"14089939000189","QE 32 CONJUNTO K 27","27","","GUARA II","9701","DF","71065111"
"14111773000150","301 SN","SN","LOTE 56","DEL LAGO II (PARANOA)","9701","DF","71593155"
"14118456000165","AC 3 85","85","BOX 85","RIACHO FUNDO I","9701","DF","71810300"
"14154019000105","QNM 6 CONJUNTO A 27","27","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210061"
"14165118000184","EQ 31/33 527","527","SALA","GUARA II","9701","DF","71065315"
"14184258000108","CAUHY 38","38","","VILA CAUHY (NUCLEO BANDEIRANTE)","9701","DF","71731440"
"14191698000184","CLN 404 BLOCO E 10","10","","ASA NORTE","9701","DF","70845550"
"14194308000120","34 NORTE LOTE 04 LOJA 08","08","","AGUAS CLARAS","9701","DF","71918720"
"14211226000146","AR 14 CONJUNTO 2 13","13","CONJ 02","SETOR OESTE (SOBRADINHO)","9701","DF","73062402"
"14261849000123","SEPS 710/910 SN","SN","BLOCO B                   EDIF  CENTRO CLINICO            VIA BRASIL","ASA SUL","9701","DF","70390108"
"14271763000181","RUA 8 2","2","COND  76","SETOR HABITACIONAL VICENTE PIRES (TAGUATINGA)","9701","DF","72006670"
"14287343000193","QNN 7 CONJUNTO K 1","1","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225081"
"14312947000142","DA GAMELEIRA 180","180","","CENTRO (SAO SEBASTIAO)","9701","DF","71691084"
"14320598000100","QNM 6 02","02","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210060"
"14322972000107","12 CHACARA 129A CONJUNTO D 13","13","","SETOR HABITACIONAL VICENTE PIRES (TAGUATINGA)","9701","DF","72007765"
"14352476000104","QRO A 202","202","LOTE 1e2;BLOCO b;APT 202","CANDANGOLANDIA","9701","DF","71727200"
"14353087000195","QS 6 CONJUNTO 220A 26","26","CASA","AREAL (AGUAS CLARAS)","9701","DF","71965180"
"14357110000110","QS 4 CONJUNTO 2 23","23","APT 104","RIACHO FUNDO I","9701","DF","71820402"
"14381235000185","QR 206 CONJUNTO K 19","19","CASA 19","SANTA MARIA","9701","DF","72506411"
"14384446000171","DE HABITACOES COLETIVAS NORTE CL QD 113 BL C LOJA 15 S  19 S S/N","S/N","SUBSL","ASA NORTE","9701","DF","70763530"
"14410403000113","QUADRA 16 CONJUNTO R 21","21","","SOBRADINHO","9701","DF","73050178"
"14427057000186","QS 04 CONJUNTO 05 CASA 09","09","","RIACHO FUNDO I","9701","DF","71820405"
"14471694000150","QI 9 BLOCO B s n","s n","LOTE 5 17;APT 105","GUARA I","9701","DF","71020628"
"14467774000131","MESTRE D'ARMAS 09","09","CONJ B;CASA 09;COND","SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73330155"
"14472275000132","QE 40 38","38","LOTE 38","GUARA II","9701","DF","71070400"
"14480148000185","QR 412 CONJUNTO 17 CS 10","CS 10","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320119"
"14507844000138","PRIVE LUCENA RORIZ 13","13","SETOR 13;CONJ 6;LOTE 30","CEILANDIA NORTE (CEILANDIA)","9701","DF","72268000"
"14530269000194","QNL 13 CONJUNTO D 02","02","CASA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72151304"
"14532512000103","ESTRUTURAL 47","47","GARAGE 47","VILA ESTRUTURAL (GUARA)","9701","DF","71300000"
"14536251000108","SRA (WESLIAN RORIZ) 28","28","SETOR A;CASA 28","GRANJA DO TORTO","9701","DF","70636001"
"14546447000175","RODOVIA DF-250 KM 14,5 000001 000108 9","9","","ASSOCIACAO DOS MORADORES DO NUCLEO RURAL RAJADINHA","9701","DF","73370993"
"14558198000138","9 04","04","LOTE 34","VILA SAO JOSE (SAO SEBASTIAO)","9701","DF","71693010"
"14584339000197","QUADRA 18 CONJUNTO B 17","17","CASA 17","PARANOA","9701","DF","71571802"
"14586667000122","QNM 20 CONJUNTO C 25","25","LOTE","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210203"
"14591920000136","QOF CONJUNTO A 03","03","LOTE 03 SUBSOLO","CANDANGOLANDIA","9701","DF","71727501"
"14598708000109","ESPECIAL 4 02","02","LOJA 01","SETOR TRADICIONAL (BRAZLANDIA)","9701","DF","72720640"
"14602974000150","SHCGN 714 BLOCO V 29","29","CASA 29","ASA NORTE","9701","DF","70760782"
"14607328000185","QR 206 CONJUNTO 18 07","07","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72316018"
"14612672000162","QND 17 11","11","","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120170"
"14630204000110","CLN 115 BLOCO D 40","40","LOJA TERREO","ASA NORTE","9701","DF","70772540"
"14634362000149","AREA ESPECIAL 4/5 77","77","BLOCO B;LOJA 77","AREA OCTOGONAL","9701","DF","70660655"
"14638992000191","AREA ESPECIAL 4/5 75","75","BLOCO B;LOJA 75","AREA OCTOGONAL","9701","DF","70660655"
"14641001000120","QUADRA 511 CONJUNTO 10 06","06","","RECANTO DAS EMAS","9701","DF","72660330"
"14646760000185","SHCS CR QUADRA 506 BLOCO B LOJA 49","49","","ASA SUL","9701","DF","70350525"
"14676599000192","QNO 6 CONJUNTO J 27A","27A","CASA","CEILANDIA NORTE (CEILANDIA)","9701","DF","72251610"
"14679560000129","SHA CONJUNTO 5 CHACARA 126 126","126","LOTE 15","SETOR HABITACIONAL ARNIQUEIRAS (TAGUATINGA)","9701","DF","71995570"
"14684953000120","CATALAO (QUADRAS 108A, 115, 116 E 118) 01","01","","SETOR SUL (PLANALTINA)","9701","DF","73330106"
"14687429000103","SCLRN 716 BLOCO A 101","101","APT 101","ASA NORTE","9701","DF","70770531"
"14687455000131","CLN 314 BLOCO E SN","SN","LOJA 73;TERREO","ASA NORTE","9701","DF","70767550"
"14701795000170","QNM 6 CONJUNTO J LOTE 02","02","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72210072"
"14715801000148","QR 117 CONJUNTO F 02","02","","SANTA MARIA","9701","DF","72547406"
"14822149000160","QNM 36 54","54","CASA 54","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145600"
"14746892000189","HABITACIONAL SOL NASCENTE 38","38","QUADRA 02;CONJ M;CASA 38","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"33459964000151","RUA (RESIDENCIAL PORTO PILAR) 500 LOTE 501 03","03","QUADRA 103 CASA TOTAL VILLE","SETOR MEIRELES (SANTA MARIA)","9701","DF","72583250"
"14773266000181","QNO 19 CONJUNTO 44 01","01","LOTE 20;LOJA","CEILANDIA NORTE (CEILANDIA)","9701","DF","72261044"
"33460378000127","322 64","64","","DEL LAGO II (ITAPOA)","9701","DF","71593260"
"14817966000120","QNN 23 CONJUNTO F 46","46","LOJA 01","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225236"
"14870884000140","EQNN 04/06 BLOCO C LOTE 02","02","","CEILANDIA","9701","DF","72220523"
"14869991000158","QNM 34 AREA ESPECIAL 1 SN","SN","SALA 515","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145450"
"14898973000102","SQSW 104 BLOCO C AP 103","AP 103","","SETOR SUDOESTE","9701","DF","70670403"
"14900921000115","ESTRUTURAL sn","sn","QUADRA 08;CONJ 04;CASA 24","VILA ESTRUTURAL (GUARA)","9701","DF","71300000"
"14903822000197","NOVO SETOR DE MANSOES 32","32","","SOBRADINHO","9701","DF","73017012"
"14912436000161","CLSW 102 BLOCO A S/N","S/N","LOJA: 60;","SETOR SUDOESTE","9701","DF","70670511"
"14932568000155","QMS 60 sn","sn","CASA 9","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73082590"
"14947504000128","QNL 1 AREA ESPECIAL 3 108","108","SALA","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72150130"
"14956832000190","SHIN QI 13 CONJUNTO 2 17","17","","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71535020"
"14960399000167","QR 209 CONJUNTO A 06","06","SETOR SUL","SANTA MARIA","9701","DF","72509401"
"14959465000189","QUADRA 3 RUA A 02","02","LOTE 15;LOJA 2","SETOR NORTE (BRAZLANDIA)","9701","DF","72705031"
"14970780000107","SEPS 705/905 5","5","BLOCO C ;SALA 5","ASA SUL","9701","DF","70390055"
"14970361000175","QUADRA 4 CONJUNTO 8 sn","sn","","SETOR OESTE (VILA ESTRUTURAL - GUARA)","9701","DF","71256050"
"14984325000160","QRC 5 18","18","CASA 18","RESIDENCIAL SANTOS DUMONT (SANTA MARIA)","9701","DF","72592105"
"14987058000185","QR 203 CONJUNTO I 03","03","LOJA","SANTA MARIA","9701","DF","72503509"
"14987138000130","QUADRA 310 CONJUNTO 3 LT 08","LT 08","","RECANTO DAS EMAS","9701","DF","72622304"
"15043018000148","24 9/11","9/11","LOJA 16","NORTE (AGUAS CLARAS)","9701","DF","71916750"
"33465374000131","QUADRA 18 10","10","LOJA","SETOR OESTE (GAMA)","9701","DF","72420180"
"15060747000102","CLN 214 BLOCO D 107","107","SALA 107","ASA NORTE","9701","DF","70873540"
"15068564000133","QUADRA 13 CONJUNTO I SN","SN","CASA 10","PARANOA","9701","DF","71571309"
"15070803000190","QS 112 CONJUNTO 8 00","00","LOTE 8;APT 101","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302548"
"15077646000144","DO TORTO 2","2","QUADRA J","GRANJA DO TORTO","9701","DF","70636000"
"15089814000111","QNE 34 LOTE 10","10","LOJA  02","TAGUATINGA","9701","DF","72125340"
"15093227000104","DE MANSOES MESTRE D'ARMAS I 32","32","COND","SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73380700"
"15096752000175","JEQUITIBA 685","685","LOJA 10","SUL (AGUAS CLARAS)","9701","DF","71929540"
"15109802000101","QUADRA 402 15","15","CONJ","RECANTO DAS EMAS","9701","DF","72630250"
"15125013000164","QC 5 27","27","LOTE 29;LOJA 01","RESIDENCIAL SANTOS DUMONT (SANTA MARIA)","9701","DF","72593305"
"15155210000126","QN 8D CONJUNTO 10 8E","8E","CASA 8E","RIACHO FUNDO II","9701","DF","71880150"
"15165381000136","TERCEIRA AVENIDA AREA ESPECIAL 7 7","7","","NUCLEO BANDEIRANTE","9701","DF","71720589"
"15189675000106","CA (CENTRO DE ATIVIDADES) 3 20","20","SETOR SHIN;QUADRA CA03;LOTE 20;LOJA 01","SETOR DE HABITACOES INDIVIDUAIS NORTE","9701","DF","71503503"
"15201489000137","QRO A CONJUNTO VC 29","29","CASA 29","CANDANGOLANDIA","9701","DF","71727250"
"15216028000138","CNB 14","14","LOTE  03                  LOJA  02","TAGUATINGA NORTE","9701","DF","72115145"
"15228875000112","CLSW 504 BLOCO C 101","101","","SETOR SUDOESTE","9701","DF","70673643"
"15226853000113","QUADRA 3 CONJUNTO 15 06","06","CASA","SETOR LESTE (VILA ESTRUTURAL - GUARA)","9701","DF","71261280"
"15251249000147","F SN","SN","QUADRA 15;LOTE 22","VILA VICENTINA (PLANALTINA)","9701","DF","73320080"
"15262006000104","QNG 18 SN","SN","LOJA 04","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72130180"
"15262127000156","QC 4 CONJUNTO 19 0","0","CASA 07","RIACHO FUNDO II","9701","DF","71882169"
"46675731000138","1 CONJUNTO 2 LOTE 1 BLOCO D 203","203","BLOCO C","PARANOA PARQUE (PARANOA)","9701","DF","71587058"
"15296465000109","QUADRA 3 CONJUNTO H 21","21","LOTE","SETOR RESIDENCIAL LESTE (PLANALTINA)","9701","DF","73350308"
"15297154000164","QUADRA 4 134","134","","SETOR NORTE (BRAZLANDIA)","9701","DF","72710040"
"15310589000100","QNN 6 CONJUNTO G 50","50","","CEILANDIA SUL (CEILANDIA)","9701","DF","72220067"
"15317778000104","JEQUITIBA 685","685","EDIF","SUL (AGUAS CLARAS)","9701","DF","71929540"
"15335026000168","QR 2 CONJUNTO E 43","43","","CANDANGOLANDIA","9701","DF","71725205"
"15336618000102","QND 49 SN","SN","CASA 30","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72120490"
"15340067000142","CAUB I 89","89","","RIACHO FUNDO II","9701","DF","71884690"
"15367561000109","QSE 4 LT 46","LT 46","APT 203","TAGUATINGA SUL (TAGUATINGA)","9701","DF","72025040"
"15372239000160","PORTO RICO 04A","04A","CONJ A;LOTE 04A","SANTA MARIA","9701","DF","72504003"
"15376735000191","QUADRA 306 CONJUNTO 5-A 3","3","LOTE 18;LOJA","RECANTO DAS EMAS","9701","DF","72621310"
"15378707000103","CLSW 102 BLOCO C 39","39","","SETOR SUDOESTE","9701","DF","70670513"
"15401600000139","QNP 32 CONJUNTO R 34","34","QUADRA 32;CONJ R;CASA 34","CEILANDIA SUL (CEILANDIA)","9701","DF","72236218"
"15437349000162","RUA DA GAMELEIRA N 420 LOJA 02","02","      CENTRO","SAO SEBASTIAO","9701","DF","71691084"
"15444080000141","QUADRA 204 lt 02","lt 02","QUADRA 204;LOTE 02;LOJA 12","SUL (AGUAS CLARAS)","9701","DF","71939540"
"15456404000161","QNP 13 CONJUNTO E 01","01","LOTE","CEILANDIA NORTE (CEILANDIA)","9701","DF","72241305"
"15463760000102","RUA 12 CHACARA 142 142","142","LOTE 1;LOJA 1","SETOR HABITACIONAL VICENTE PIRES (TAGUATINGA)","9701","DF","72007510"
"15484365000106","QNO 9 CONJUNTO A 34","34","SETOR o","CEILANDIA NORTE (CEILANDIA)","9701","DF","72252091"
"15492683000119","QE 17 CONJUNTO E 23","23","CASA","GUARA II","9701","DF","71050052"
"15499565000132","68 31","31","CASA","CENTRO (SAO SEBASTIAO)","9701","DF","71691038"
"15510223000176","BURITI 05","05","MZNINO 05","PONTE ALTA (GAMA)","9701","DF","72426095"
"15516270000127","QUADRA 3 CONJUNTO 2 12","12","CASA","SETOR LESTE (VILA ESTRUTURAL - GUARA)","9701","DF","71261210"
"15525399000100","QR 1 CONJUNTO D 8","8","CASA 8","CANDANGOLANDIA","9701","DF","71725104"
"15529230000110","QR 418 CONJUNTO O 23","23","LOTE 23","SANTA MARIA","9701","DF","72548715"
"15539529000155","QR 506 CONJUNTO 1 1","1","LOTE 2","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72312101"
"15551063000103","QNM 36 CONJUNTO A2 SN","SN","LOTE 29","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145631"
"15559667000104","QUADRA 45 21","21","CASA 21","SETOR LESTE (GAMA)","9701","DF","72440450"
"15613413000119","SHCS CL QUADRA 111 BLOCO B LOJA 38","38","","ASA SUL","9701","DF","70374520"
"15623999000100","QNB 18 LOTE 01 SALA 204 E 206","206","","TAGUATINGA","9701","DF","72115180"
"33477641000190","QE 40 102","102","BLOCO 12;LOTE 44;APT 102","GUARA II","9701","DF","71070400"
"15646866000141","CLN 411 BLOCO E 211","211","","ASA NORTE","9701","DF","70866550"
"15651934000160","CAUB II 03","03","","RIACHO FUNDO II","9701","DF","71884300"
"15690962000197","53 40","40","CASA","VILA NOVA (SAO SEBASTIAO)","9701","DF","71693156"
"15715785000156","QNN 3 CONJUNTO O 45","45","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225045"
"15742871000158","QUADRA 5 CONJUNTO 5L SN","SN","LOTE 01","JARDIM RORIZ (PLANALTINA)","9701","DF","73340512"
"15760843000163","QR 508 CONJUNTO 10 12","12","CASA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72312313"
"15783331000112","QE 1 CONJUNTO K 55","55","CASA","GUARA I","9701","DF","71020111"
"15825485000120","PRIVE LUCENA RORIZ 7","7","","CEILANDIA NORTE (CEILANDIA)","9701","DF","72268000"
"15831609000180","QUADRA 6 CONJUNTO 1 13","13","CASA","SETOR OESTE (VILA ESTRUTURAL - GUARA)","9701","DF","71256305"
"15830030000100","QNN 3 CONJUNTO I 03","03","LOTE 03","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225039"
"33481191000100","QN 106 CONJUNTO 1 01","01","APT 210","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72302151"
"15839890000105","2 CONJUNTO Q 05","05","CASA 05","FAZENDINHA (PARANOA)","9701","DF","71596271"
"15843651000110","QNN 3 CONJUNTO L 17","17","CASA 17","CEILANDIA NORTE (CEILANDIA)","9701","DF","72225042"
"15842410000157","AC 300 BLOCO C SN","SN","LOTE 16","SANTA MARIA","9701","DF","72500123"
"15865704000102","QR 313 CONJUNTO 12 13","13","CASA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72307312"
"15870469000159","45 CONJUNTO A LOTE 23 LOJA 01","01","SETOR VILA SAO JOSE","BRAZLANDIA","9701","DF","72745001"
"15871787000134","QNM 1 CONJUNTO A 25","25","LOTE 25","CEILANDIA SUL (CEILANDIA)","9701","DF","72215011"
"15912642000134","QNN 6 50","50","CASA","CEILANDIA SUL (CEILANDIA)","9701","DF","72220060"
"15929633000156","RUA 3 2021","2021","QUADRA 1","CONDOMINIO PRIVE LUCENA RORIZ (CEILANDIA)","9701","DF","72280200"
"33482368000192","EQNM 38/40 SN","SN","BLOCO 04 - QUIOSQUE","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145520"
"15951318000125","QUADRA 604 CONJUNTO 6 12","12","CASA 12","RECANTO DAS EMAS","9701","DF","72640406"
"16096715000120","QR 313 CONJUNTO 13 19","19","CASA","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72307313"
"16100511000115","27 casa","casa","CASA","DEL LAGO I (PARANOA)","9701","DF","71591285"
"16370369000126","QS 4 AREA ESPECIAL A SN","SN","QUADRA 04 CJ 01 CS 39","RIACHO FUNDO I","9701","DF","71820421"
"16382847000118","QUADRA 801 CONJUNTO 12 11","11","CASA","RECANTO DAS EMAS","9701","DF","72650065"
"16455518000150","QUADRA 20 CONJUNTO G 25","25","CASA q 20;CASA q 20;CASA q20;CASA q20;CASA q20","PARANOA","9701","DF","71572027"
"16478316000123","ARAPOANGA 17","17","QUADRA 13;CONJ D;LOTE 17","ARAPOANGA (PLANALTINA)","9701","DF","73370100"
"01606474000144","LOC  EQNM 38 40 BL D SN","SN","SALA 106","TAGUATINGA","9701","DF","71920540"
"16539047000168","HABITACIONAL SOL NASCENTE 81","81","CONJ D;LOTE 18","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"55181913000143","QNM 36 CONJUNTO L 43","43","LOTE 43;LOJA 1 E 2","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72145612"
"16540026000162","RUA 3 CHACARA 44 7A","7A","LOTE 34;CASA 7A","SETOR HABITACIONAL VICENTE PIRES (TAGUATINGA)","9701","DF","72005660"
"16549639000160","QL 4 CONJUNTO C 14","14","","ITAPOA II","9701","DF","71590629"
"16571149000160","QUADRA 802 CONJUNTO 1 22","22","CASA","RECANTO DAS EMAS","9701","DF","72650205"
"16580160000197","CRS 507 BLOCO B 03","03","LOJA","ASA SUL","9701","DF","70351520"
"16593356000116","SETOR HABITACIONAL VICENTE PIRES 34","34","LOTE 34 ;LOJA 0102;ANEXO 305","TAGUATINGA NORTE (TAGUATINGA)","9701","DF","72110800"
"16599762000196","TERCEIRA AVENIDA AREA ESPECIAL 2 01","01","LOTE F LOTE 01","NUCLEO BANDEIRANTE","9701","DF","71720585"
"16648374000158","8 02","02","LOJA 02","DEL LAGO I (PARANOA)","9701","DF","71591190"
"16698129000155","QUADRA 22 CONJUNTO A LT03","LT03","QUADRA 22A;CONJ A;LOTE 03","SETOR RESIDENCIAL LESTE (PLANALTINA)","9701","DF","73358505"
"33487266000160","SMHN QUADRA 2 BLOCO C 02","02","SALA 806","ASA NORTE","9701","DF","70710149"
"16700464000140","SCRN 716 BLOCO A 302","302","APT 302","ASA NORTE","9701","DF","70770610"
"16718845000157","PARANOA BLOCO 22 17","17","","PARANOA","9701","DF","71573030"
"16764545000104","QR 403 CONJUNTO 7 13","13","CASA","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72319108"
"16767830000189","CLSW 102 BLOCO A 46","46","","SETOR SUDOESTE","9701","DF","70670511"
"16767963000155","SQB 1 38","38","LOTE 08;SALA 38","GUARA I","9701","DF","71009000"
"16800838000108","QMS 30 SN","SN","SETOR 24;LOTE 40;LOJA 04","SETOR DE MANSOES DE SOBRADINHO","9701","DF","73081525"
"16836962000115","HABITACIONAL SOL NASCENTE CH 36","CH 36","LOTE 26;CONJ 14","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"16849983000175","SHA CONJUNTO 5 CHACARA 126 12","12","","SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS)","9701","DF","71995570"
"16860628000105","SHCN CL QD 213 BLOCO B LJ 09","09","      SUBSOLO","ASA NORTE","9701","DF","70872520"
"16893557000139","QUADRA 18 08","08","CASA 08","SETOR CENTRAL (GAMA)","9701","DF","72405180"
"16897784000132","SHA CONJUNTO 6 CHACARA 33A 9A","9A","","SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS)","9701","DF","71996245"
"16898641000145","QUADRA 6 CONJUNTO 6L 4","4","CASA 06","JARDIM RORIZ (PLANALTINA)","9701","DF","73340612"
"16899906000120","HABITACIONAL SOL NASCENTE SN","SN","LOTE 29 B","CEILANDIA SUL (CEILANDIA)","9701","DF","72236800"
"16909994000101","QN 7D CONJUNTO 02 LOTE 10","10","LOJA  02","RIACHO FUNDO II","9701","DF","71880042"
"16912526000188","BR-280 14","14","COND NB;QUADRA 14;LOTE 20","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72317750"
"16918579000106","QNJ 01 LOTE 04 LOJA 01","01","","TAGUATINGA","9701","DF","72140110"
"16921131000141","QR 412 CONJUNTO 16 19","19","","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72320118"
"16924445000106","QR 417 27","27","CONJ j","SANTA MARIA","9701","DF","72547700"
"16941126000109","AGRICOLA SUCUPIRA D","D","LOTE","RIACHO FUNDO I","9701","DF","71828006"
"16941853000168","QR 120 CONJUNTO 7 01","01","LOTE 11","SAMAMBAIA SUL (SAMAMBAIA)","9701","DF","72304007"
"16941607000106","ESTANCIA MESTRE D'ARMAS II 1","1","QUADRA 3;LOTE","SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA)","9701","DF","73380200"
"16943899000116","QUADRA 6 33","33","CONJ 6 J;CASA","JARDIM RORIZ (PLANALTINA)","9701","DF","73340600"
"16959077000123","QN 8C CONJUNTO 5 8","8","CASA 8","RIACHO FUNDO II","9701","DF","71880135"
"16966815000160","MODULO 5 05","05","","ESTANCIA MESTRE D'ARMAS V (PLANALTINA)","9701","DF","73402015"
"16972313000141","QR 402 CONJUNTO 27 20","20","CASA","SAMAMBAIA NORTE (SAMAMBAIA)","9701","DF","72318028"
"16984216000179","SHIS QI 9/11 BLOCO E  01"," 01","ANDAR  01","SETOR DE HABITACOES INDIVIDUAIS SUL","9701","DF","71625055"
"16996599000103","DAS CASTANHEIRAS 920","920","BLOCO A;LOJA 3  4;SALA 01;SUBSL","NORTE (AGUAS CLARAS)","9701","DF","71900100"
